hts8	year	brief_description	quantity_1_code	quantity_2_code	wto_binding_code	mfn_rate_type_code	mfn_ave	mfn_ad_val_rate	mfn_specific_rate	mfn_other_rate	gsp_indicator	gsp_ctry_excluded	gsp_ctry_excluded2	gsp_ctry_excluded3	gsp_ctry_excluded4	apta_indicator	civil_air_indicator	nafta_canada_ind	canada_rate_type_code	canada_ave	canada_ad_val_rate	canada_specific_rate	canada_other_rate	nafta_mexico_ind	mexico_rate_type_code	mexico_ave	mexico_ad_val_rate	mexico_specific_rate	mexico_other_rate	cbi_indicator	cbi_rate_type_code	cbi_ave	cbi_ad_val_rate	cbi_specific_rate	cbi_other_rate	israel_fta_indicator	israel_rate_type_code	israel_ave	israel_ad_val_rate	israel_specific_rate	israel_other_rate	atpa_indicator	atpa_rate_type_code	atpa_ave	atpa_ad_val_rate	atpa_specific_rate	atpa_other_rate	pharmaceutical_ind	dyes_indicator	col2_rate_type_code	col2_ave	col2_ad_val_rate	col2_specific_rate	col2_other_rate	begin_effect_date	end_effective_date	additional_tariff_num_ind	unitvalue
1011100	2000	"Live purebred breeding horses"	"NO"	"0.060128967"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		69324.9
1011900	2000	"Live horses other than purebred breeding horses"	"NO"	"0.123216234"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	7	.2	.2	0	0	"1/1/1990"	"12/31/2100"		1101.22
1012010	2000	"Live purebred breeding asses"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		3000
1012020	2000	"Live asses other than purebred breeding asses"	"NO"	""	"B"	7	.068	.068	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"IL"		0				"J"		0	0	0		""	""	7	.15	.15	0	0	"12/21/2000"	"9/30/2008"		21.9963
1012030	2000	"Mules and hinnies imported for immediate slaughter"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		
1012040	2000	"Mules and hinnies not imported for immediate slaughter"	"NO"	""	"B"	7	.045	.045	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"12/21/2000"	"9/30/2008"		2000
1021000	2000	"Live purebred bovine breeding animals"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		1036.33
1029020	2000	"Cows imported specially for dairy purposes"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	2	.000072	0	.066	0	"1/1/1990"	"12/31/2100"		912.726
1029040	2000	"Live bovine animals other than purebred or those imported for dairy purposes"	"NO"	"KG"	"B"	2	.000019	0	.01	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"IL"		0				"J"		0	0	0		""	""	2	.000107	0	.055	0	"1/1/2000"	"12/20/2000"		516.099
1031000	2000	"Live purebred breeding swine"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"9/3/1995"	"12/31/2100"		243.676
1039100	2000	"Live swine, other than purebred breeding swine, weighing less than 50 kg each"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	2	.001442	0	.044	0	"9/3/1995"	"12/31/2100"		30.5076
1039200	2000	"Live swine, other than purebred breeding swine, weighing 50 kg or more"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	2	.000407	0	.044	0	"9/3/1995"	"12/31/2100"		108.085
1041000	2000	"Live sheep"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	1	.028313	0	3	0	"6/1/1996"	"12/31/2100"		105.959
1042000	2000	"Live goats"	"NO"	""	"B"	1	.003379	0	.68	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"IL"		0				"J"		0	0	0		""	""	1	.014909	0	3	0	"12/21/2000"	"9/30/2008"		201.221
1051100	2000	"Live chickens weighing not over 185 g each"	"NO"	""	"B"	1	.009242	0	.009	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"IL"		0				"J"		0	0	0		""	""	1	.041077	0	.04	0	"12/21/2000"	"9/30/2008"		.97379
1051200	2000	"Live turkeys weighing not more than over 185 g each"	"NO"	""	"B"	1	.004426	0	.009	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0	0		"IL"		0				"J"		0	0	0		""	""	1	.019671	0	.04	0	"12/21/2000"	"9/30/2008"		2.03343
