hts8	year	brief_description	quantity_1_code	quantity_2_code	wto_binding_code	mfn_rate_type_code	mfn_ave	mfn_ad_val_rate	mfn_specific_rate	mfn_other_rate	gsp_indicator	gsp_ctry_excluded	gsp_ctry_excluded2	gsp_ctry_excluded3	gsp_ctry_excluded4	apta_indicator	civil_air_indicator	nafta_canada_ind	canada_rate_type_code	canada_ave	canada_ad_val_rate	canada_specific_rate	canada_other_rate	nafta_mexico_ind	mexico_rate_type_code	mexico_ave	mexico_ad_val_rate	mexico_specific_rate	mexico_other_rate	cbi_indicator	cbi_rate_type_code	cbi_ave	cbi_ad_val_rate	cbi_specific_rate	cbi_other_rate	israel_fta_indicator	israel_rate_type_code	israel_ave	israel_ad_val_rate	israel_specific_rate	israel_other_rate	atpa_indicator	atpa_rate_type_code	atpa_ave	atpa_ad_val_rate	atpa_specific_rate	atpa_other_rate	pharmaceutical_ind	dyes_indicator	col2_rate_type_code	col2_ave	col2_ad_val_rate	col2_specific_rate	col2_other_rate	begin_effect_date	end_effective_date	additional_tariff_num_ind	unitvalue
1011100	99	"Live purebred breeding horses"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		10499.9
1011900	99	"Live horses other than purebred breeding horses"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	7	.2	.2	0	0	"1/1/1990"	"12/31/2100"		10734.1
1012010	99	"Live purebred breeding asses"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		
1012020	99	"Live asses other than purebred breeding asses"	"NO"	""	"B"	7	.068	.068	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.15	.15	0	0	"1/1/2000"	"12/31/2100"		30.2849
1012030	99	"Mules and hinnies imported for immediate slaughter"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		
1012040	99	"Mules and hinnies not imported for immediate slaughter"	"NO"	""	"B"	7	.045	.045	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/2000"	"12/31/2100"		2667.86
1021000	99	"Live purebred bovine breeding animals"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"1/1/1989"	"12/31/2100"		1065.86
1029020	99	"Cows imported specially for dairy purposes"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	2	.000072	0	.066	0	"1/1/1990"	"12/31/2100"		913.755
1029040	99	"Live bovine animals other than purebred or those imported for dairy purposes"	"NO"	"KG"	"B"	2	.00002	0	.01	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	2	.00011	0	.055	0	"1/1/2000"	"12/31/2100"		500.711
1031000	99	"Live purebred breeding swine"	"NO"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	0	0	0	0	0	"9/3/1995"	"12/31/2100"		284.081
1039100	99	"Live swine, other than purebred breeding swine, weighing less than 50 kg each"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	2	.001826	0	.044	0	"9/3/1995"	"12/31/2100"		24.0961
1039200	99	"Live swine, other than purebred breeding swine, weighing 50 kg or more"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	2	.000544	0	.044	0	"9/3/1995"	"12/31/2100"		80.8461
1041000	99	"Live sheep"	"NO"	"KG"	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	1	.031132	0	3	0	"6/1/1996"	"12/31/2100"		96.3647
1042000	99	"Live goats"	"NO"	""	"B"	1	.002496	0	.68	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.01101	0	3	0	"1/1/2000"	"12/31/2100"		272.482
1051100	99	"Live chickens weighing not over 185 g each"	"NO"	""	"B"	1	.010137	0	.009	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.045052	0	.04	0	"1/1/2000"	"12/31/2100"		.887863
1051200	99	"Live turkeys weighing not more than over 185 g each"	"NO"	""	"B"	1	.004776	0	.009	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.021226	0	.04	0	"1/1/2000"	"12/31/2100"		1.88451
1051900	99	"Live ducks, geese and guineas, weighing not more than 185 g each"	"NO"	""	"B"	1	.016761	0	.009	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.074492	0	.04	0	"1/1/2000"	"12/31/2100"		.536969
1059100	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
1059200	99	"Live chickens weighing more than 185 g but not not more than 2000 g each"	"NO"	"KG"	"B"	2	.007335	0	.02	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	2	.064552	0	.176	0	"1/1/2000"	"12/31/2100"		2.72647
1059300	99	"Live chickens weighing more than 2000 g each"	"NO"	"KG"	"B"	2	.026139	0	.02	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	2	.230022	0	.176	0	"1/1/2000"	"12/31/2100"		.765143
1059900	99	"Live ducks, geese, turkeys and guineas, weighing over 185 g each"	"NO"	"KG"	"B"	2	.00235	0	.02	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	2	.020684	0	.176	0	"1/1/2000"	"12/31/2100"		8.50913
1060010	99	"Live birds, other than poultry"	"NO"	""	"B"	7	.018	.018	0	0	"A"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"1/1/2000"	"12/31/2100"		7.28522
1060030	99	"Live foxes"	"NO"	""	"B"	7	.048	.048	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.15	.15	0	0	"1/1/2000"	"12/31/2100"		
1060050	99	"Live animals other than horses, asses, mules, hinnies, bovines, swine, sheep, go"	"NA"	""	"B"	0	0	0	0	0	""	""	""	""	""	""	""	""		0				""		0				""		0				""		0				""		0				""	""	7	.15	.15	0	0	"1/1/1989"	"12/31/2100"		180.137
2011000	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2011005	99	"Bovine carcasses and halves, fresh or chld., descr. in gen. note 15 of the HTS"	"KG"	""	"B"	1	.011446	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.034337	0	.132	0	"5/31/1997"	"12/31/2100"		3.84425
2011010	99	"Bovine carcasses and halves, fresh or chld., descr. in add. US note 3 to Ch. 2"	"KG"	""	"B"	1	.011215	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.033644	0	.132	0	"5/31/1997"	"12/31/2100"		3.9234
2011050	99	"Bovine carcasses and halves, fresh or chld., other than descr. in gen. note 15 o"	"KG"	""	"B"	7	.264	.264	0	0	""	""	""	""	""	""	""	""		.264				"MX"	0	0	0	0		""		.264				""		.264				""		.264				""	""	7	.311	.311	0	0	"1/1/2000"	"12/31/2100"		
2012002	99	"High-qual. beef cuts w/bone in, processed, fresh or chld., descr in gen. note 15"	"KG"	""	"B"	7	.04	.04	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		3.90316
2012004	99	"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or c"	"KG"	""	"B"	7	.1	.1	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		
2012006	99	"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in gen. note 1"	"KG"	""	"B"	1	.016891	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.050674	0	.132	0	"5/31/1997"	"12/31/2100"		2.60488
2012010	99	"High-qual. beef cuts, w/bone in, processed, fresh or chld., descr in add. US not"	"KG"	""	"B"	7	.04	.04	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		
2012020	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2012030	99	"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, fresh or c"	"KG"	""	"B"	7	.1	.1	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		2.71887
2012040	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2012050	99	"Bovine meat cuts, w/bone in, not processed, fresh or chld., descr in add. US not"	"KG"	""	"B"	1	.01849	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.05547	0	.132	0	"5/31/1997"	"12/31/2100"		2.37967
2012060	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2012080	99	"Bovine meat cuts, w/bone in, fresh or chld., not descr in gen. note 15 or add. U"	"KG"	""	"B"	7	.264	.264	0	0	""	""	""	""	""	""	""	""		.264				"MX"	0	0	0	0		""		.264				""		.264				""		.264				""	""	7	.331	.331	0	0	"1/1/2000"	"12/31/2100"		1.73787
2013002	99	"High-qual. beef cuts, boneless, processed, fresh or chld., descr in gen. note 15"	"KG"	""	"B"	7	.04	.04	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		6.20342
2013004	99	"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, fresh or ch"	"KG"	""	"B"	7	.1	.1	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		
2013006	99	"Bovine meat cuts, boneless, not processed, fresh or chld., descr in gen. note 15"	"KG"	""	"B"	1	.00646	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.019379	0	.132	0	"5/31/1997"	"12/31/2100"		6.81149
2013010	99	"High-qual. beef cuts, boneless, processed, fresh or chld., descr in add. US note"	"KG"	""	"B"	7	.04	.04	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		14.815
2013020	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2013030	99	"Bovine meat cuts (except high-qual. beef cuts), boneless, processed, fresh or ch"	"KG"	""	"B"	7	.1	.1	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		1.88904
2013040	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2013050	99	"Bovine meat cuts, boneless, not processed, fresh or chld., descr in add. US note"	"KG"	""	"B"	1	.013712	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.041135	0	.132	0	"5/31/1997"	"12/31/2100"		3.20895
2013060	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2013080	99	"Bovine meat cuts, boneless, fresh or chld., not descr in gen. note 15 or add. US"	"KG"	""	"B"	7	.264	.264	0	0	""	""	""	""	""	""	""	""		.264				"MX"	0	0	0	0		""		.264				""		.264				""		.264				""	""	7	.311	.311	0	0	"1/1/2000"	"12/31/2100"		3.18648
2021000	99	""	""	""	""						""	""	""	""	""	""	""	""						""						""						""						""						""	""						""	""		
2021005	99	"Bovine carcasses and halves, frozen, descr. in gen. note 15 of the HTS"	"KG"	""	"B"	1		0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1		0	.132	0	"5/31/1997"	"12/31/2100"		
2021010	99	"Bovine carcasses and halves, frozen, descr. in add. US note 3 to Ch. 2"	"KG"	""	"B"	1	.049871	0	.044	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	1	.149614	0	.132	0	"5/31/1997"	"12/31/2100"		.882269
2021050	99	"Bovine carcasses and halves, frozen, other than descr. in gen. note 15 or add. U"	"KG"	""	"B"	7	.264	.264	0	0	""	""	""	""	""	""	""	""		.264				"MX"	0	0	0	0		""		.264				""		.264				""		.264				""	""	7	.311	.311	0	0	"1/1/2000"	"12/31/2100"		
2022002	99	"High-qual. beef cuts w/bone in, processed, frozen, descr in gen. note 15 of the "	"KG"	""	"B"	7	.04	.04	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		3.29522
2022004	99	"Bovine meat cuts (except high-qual. beef cuts), w/bone in, processed, frozen, de"	"KG"	""	"B"	7	.1	.1	0	0	"A+"	""	""	""	""	""	""	"CA"		0				"MX"	0	0	0	0		"E*"		0	0			"IL"		0				"J"		0	0	0		""	""	7	.2	.2	0	0	"5/31/1997"	"12/31/2100"		17.1707
